List,Sector,Short Form,Category,For TV,Market Cap,,Ticker,Cap Type,,,,SNo,Stategy,Flagship 40 (F40),Emerging 40 (E40),Smartpick 200 (S200),All listed,,List,Method,Cap,LIst Update,Volatality,Reward,Priority in Opportunity
,,,,,,,532723,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544436,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MEDISTEP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SUPERSPIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543538,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500016,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519475,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543970,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511533,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531262,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531015,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PNC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EASTSILK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,536737,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544494,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530133,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506947,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511593,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MICROPRO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NEXTMEDIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524314,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506105,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509895,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543310,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532167,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KHANDSE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIGNORIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500370,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,533602,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511730,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531667,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530217,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526871,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514223,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538918,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538382,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VSCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540953,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512489,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524727,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521141,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512036,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AILIMITED,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544013,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538743,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TGBHOTELS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544372,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,YUDIZ,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,503092,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532217,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531608,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,QVCEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LAMOSAIC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531416,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505212,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543921,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539494,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531870,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514028,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,535730,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540150,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530925,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512591,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519532,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541337,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TGL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530235,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531628,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PROLIFE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531503,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544175,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MFML,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539012,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531227,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531437,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543309,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538647,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543934,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531960,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541945,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523832,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511131,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511549,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531402,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504392,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504180,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531950,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500358,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531509,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504648,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AGARWALFT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LAXMICOT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530953,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512247,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531099,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531626,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526139,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541503,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540821,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531930,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539900,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GUJRAFFIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TAPIFRUIT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511710,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SUPREMEENG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514128,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544331,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540023,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513422,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530405,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511716,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539947,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506981,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513498,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TECILCHEM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524400,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541735,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511758,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539470,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524434,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HAVISHA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,520127,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530909,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526554,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531003,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,522289,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524210,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526901,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544624,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MANDEEP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539174,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,508571,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHRENIK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543765,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544433,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539409,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544312,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526075,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531616,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539884,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530787,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524038,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539265,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544011,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540416,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500014,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FLEXITUFF,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531025,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523566,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524522,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530459,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514454,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532124,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531436,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514221,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544139,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530779,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509046,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538838,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540066,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538579,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505523,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543754,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ANKITMETAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526761,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531259,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530401,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519612,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521131,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538597,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514326,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511246,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514332,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHUBHLAXMI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511116,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531784,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531506,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540144,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,502589,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521149,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHYAMTEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507486,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NEELAM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASPIRE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540550,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SKIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517201,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532304,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512175,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544417,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530697,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531324,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542682,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531502,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539938,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CMRSL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530469,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526977,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531129,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531962,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526628,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MONOPHARMA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SILLYMONKS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539435,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543352,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,503685,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530263,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538777,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542906,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507966,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,534338,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530537,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,515059,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543475,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543282,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526755,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530805,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511539,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NIDAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,501622,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531255,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511543,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531893,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ACEINTEG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530675,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541865,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531319,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514266,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532001,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543830,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543924,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544178,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,516096,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539116,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TRIDHYA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TVVISION,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MARINETRAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544160,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPPPOLY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544083,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VIKASWSP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531395,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RADIOWALLA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530829,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,503657,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521048,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MPTODAY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512565,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,522245,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542771,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,501351,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538273,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543285,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540727,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544371,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543594,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539946,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539985,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519574,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544509,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532145,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526477,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511535,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507938,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ACCORD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531968,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541634,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530821,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531246,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524576,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506520,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539669,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513430,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521068,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505320,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526508,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASTRON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,522267,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513303,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544373,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530369,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531521,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540597,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531178,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512024,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509015,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GTECJAINX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,536073,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531583,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539230,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539599,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541178,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,508664,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532042,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543905,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CONTI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521105,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PRECISION,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541771,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539189,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,YCCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531980,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538520,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538609,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512624,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511016,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SATIPOLY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540147,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531360,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540063,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526532,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521222,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MAKS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PPSL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543745,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530825,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543621,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531737,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526373,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540072,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539384,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543606,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530141,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BOSS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513173,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SANWARIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532359,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538742,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531539,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538788,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519506,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531552,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MEP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531203,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540729,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544002,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530665,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513063,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,516098,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530361,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539149,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TCIFINANCE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530259,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506365,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531574,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531157,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523467,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517360,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521210,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RETAIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507970,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543256,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VIVIDHA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511756,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHANTHALA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GAJANAND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524514,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511501,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531286,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GLFL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539190,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511601,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539224,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519483,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543519,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511092,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538975,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544559,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531471,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542034,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,516110,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540703,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531572,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521226,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540615,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540938,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539124,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542477,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VIVO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RADAAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543460,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531821,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538922,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523594,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542865,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539005,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544072,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544366,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WINSOME,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544052,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512301,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IMPEXFERRO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523222,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521036,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500357,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DHTL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531553,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543769,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544378,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542654,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HEADSUP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544508,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544101,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544236,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513575,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,THESL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531887,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543595,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530201,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DIL,Small Cap,,,,,,,,,,,,,,,,,
